Chronically Homeless,Chronically Homeless Individuals,Chronically Homeless People in Families,Homeless Children of Parenting Youth,Homeless Family Households,Homeless Individuals,Homeless Parenting Youth (Under 25),Homeless Parenting Youth Age 18-24,Homeless Parenting Youth Under 18,Homeless People in Families,Homeless Unaccompanied Youth (Under 25),Homeless Unaccompanied Youth Age 18-24,Homeless Unaccompanied Youth Under 18,Homeless Veterans,Number of CoCs,Overall Homeless,Sheltered ES Chronically Homeless,Sheltered ES Chronically Homeless Individuals,Sheltered ES Chronically Homeless People in Families,Sheltered ES Homeless,Sheltered ES Homeless Children of Parenting Youth,Sheltered ES Homeless Family Households,Sheltered ES Homeless Individuals,Sheltered ES Homeless Parenting Youth (Under 25),Sheltered ES Homeless Parenting Youth Age 18-24,Sheltered ES Homeless Parenting Youth Under 18,Sheltered ES Homeless People in Families,Sheltered ES Homeless Unaccompanied Youth (Under 25),Sheltered ES Homeless Unaccompanied Youth Age 18-24,Sheltered ES Homeless Unaccompanied Youth Under 18,Sheltered ES Homeless Veterans,Sheltered SH Chronically Homeless,Sheltered SH Chronically Homeless Individuals,Sheltered SH Homeless,Sheltered SH Homeless Individuals,Sheltered SH Homeless Unaccompanied Youth (Under 25),Sheltered SH Homeless Unaccompanied Youth Age 18-24,Sheltered SH Homeless Unaccompanied Youth Under 18,Sheltered SH Homeless Veterans,Sheltered TH Homeless,Sheltered TH Homeless Children of Parenting Youth,Sheltered TH Homeless Family Households,Sheltered TH Homeless Individuals,Sheltered TH Homeless Parenting Youth (Under 25),Sheltered TH Homeless Parenting Youth Age 18-24,Sheltered TH Homeless Parenting Youth Under 18,Sheltered TH Homeless People in Families,Sheltered TH Homeless Unaccompanied Youth (Under 25),Sheltered TH Homeless Unaccompanied Youth Age 18-24,Sheltered TH Homeless Unaccompanied Youth Under 18,Sheltered TH Homeless Veterans,Sheltered Total Chronically Homeless,Sheltered Total Chronically Homeless Individuals,Sheltered Total Chronically Homeless People in Families,Sheltered Total Homeless,Sheltered Total Homeless Children of Parenting Youth,Sheltered Total Homeless Family Households,Sheltered Total Homeless Individuals,Sheltered Total Homeless Parenting Youth (Under 25),Sheltered Total Homeless Parenting Youth Age 18-24,Sheltered Total Homeless Parenting Youth Under 18,Sheltered Total Homeless People in Families,Sheltered Total Homeless Unaccompanied Youth (Under 25),Sheltered Total Homeless Unaccompanied Youth Age 18-24,Sheltered Total Homeless Unaccompanied Youth Under 18,Sheltered Total Homeless Veterans,State,Unsheltered Chronically Homeless,Unsheltered Chronically Homeless Individuals,Unsheltered Chronically Homeless People in Families,Unsheltered Homeless,Unsheltered Homeless Children of Parenting Youth,Unsheltered Homeless Family Households,Unsheltered Homeless Individuals,Unsheltered Homeless Parenting Youth (Under 25),Unsheltered Homeless Parenting Youth Age 18-24,Unsheltered Homeless Parenting Youth Under 18,Unsheltered Homeless People in Families,Unsheltered Homeless Unaccompanied Youth (Under 25),Unsheltered Homeless Unaccompanied Youth Age 18-24,Unsheltered Homeless Unaccompanied Youth Under 18,Unsheltered Homeless Veterans,year
212,212,0,,427,1184,,,,1263,,,,127,3,2447,187,187,0,904,,101,611,,,,293,,,,,15,15,15,15,,,,,1499,,325,531,,,,968,,,,,202,202,0,2418,,426,1157,,,,1261,,,,121,ME,10,10,0,29,,1,27,,,,2,,,,6,2011
1764,1611,153,,1825,7634,,,,5551,,,,959,21,13185,1235,1119,116,5412,,647,3492,,,,1920,,,,,23,23,36,36,,,,,5416,,1042,2193,,,,3223,,,,,1258,1142,116,10864,,1689,5721,,,,5143,,,,755,MI,506,469,37,2321,,136,1913,,,,408,,,,204,2011
1862,1211,651,,1265,3410,,,,4085,,,,449,10,7495,1504,941,563,3504,,473,1783,,,,1721,,,,,14,14,14,14,,,,,3049,,716,921,,,,2128,,,,,1518,955,563,6567,,1189,2718,,,,3849,,,,371,MN,344,256,88,928,,76,692,,,,236,,,,78,2011
1418,1156,262,,1330,4657,,,,4332,,,,852,8,8989,884,747,137,3523,,546,1830,,,,1693,,,,,45,45,48,48,,,,,3147,,513,1385,,,,1762,,,,,929,792,137,6718,,1059,3263,,,,3455,,,,627,MO,489,364,125,2271,,271,1394,,,,877,,,,225,2011
.,.,.,,.,.,,,,.,,,,.,0,.,.,.,.,.,,.,.,,,,.,,,,,.,.,.,.,,,,,.,,.,.,,,,.,,,,,.,.,.,.,,.,.,,,,.,,,,.,MP,.,.,.,.,,.,.,,,,.,,,,.,2011
471,438,33,,141,1825,,,,481,,,,205,3,2306,134,125,9,429,,46,273,,,,156,,,,,1,1,2,2,,,,,625,,47,459,,,,166,,,,,135,126,9,1056,,93,734,,,,322,,,,114,MS,336,312,24,1250,,48,1091,,,,159,,,,91,2011
324,203,121,,222,1094,,,,674,,,,251,1,1768,149,76,73,708,,99,387,,,,321,,,,,0,0,0,0,,,,,508,,93,249,,,,259,,,,,149,76,73,1216,,192,636,,,,580,,,,135,MT,175,127,48,552,,30,458,,,,94,,,,116,2011
1476,1365,111,,1460,8303,,,,4593,,,,1248,12,12896,916,845,71,5175,,500,3659,,,,1516,,,,,0,0,0,0,,,,,4070,,558,2376,,,,1694,,,,,916,845,71,9245,,1058,6035,,,,3210,,,,941,NC,560,520,40,3651,,402,2268,,,,1383,,,,307,2011
75,67,8,,60,396,,,,207,,,,124,1,603,69,63,6,415,,33,283,,,,132,,,,,0,0,0,0,,,,,145,,22,83,,,,62,,,,,69,63,6,560,,55,366,,,,194,,,,121,ND,6,4,2,43,,5,30,,,,13,,,,3,2011
502,445,57,,433,2210,,,,1338,,,,310,3,3548,409,361,48,1623,,163,1166,,,,457,,,,,0,0,0,0,,,,,1418,,213,706,,,,712,,,,,409,361,48,3041,,376,1872,,,,1169,,,,253,NE,93,84,9,507,,57,338,,,,169,,,,57,2011
226,166,60,,243,820,,,,649,,,,126,3,1469,143,88,55,582,,71,419,,,,163,,,,,5,5,8,8,,,,,569,,132,204,,,,365,,,,,148,93,55,1159,,203,631,,,,528,,,,118,NH,78,73,5,310,,40,189,,,,121,,,,8,2011
955,750,205,,2556,6841,,,,7296,,,,811,19,14137,788,610,178,8110,,1322,4407,,,,3703,,,,,0,0,20,20,,,,,4700,,1096,1533,,,,3167,,,,,788,610,178,12830,,2418,5960,,,,6870,,,,668,NJ,167,140,27,1307,,138,881,,,,426,,,,143,2011
1117,971,146,,430,2246,,,,1355,,,,364,2,3601,658,564,94,1693,,145,1238,,,,455,,,,,0,0,0,0,,,,,1060,,226,343,,,,717,,,,,658,564,94,2753,,371,1581,,,,1172,,,,221,NM,459,407,52,848,,59,665,,,,183,,,,143,2011
1353,1342,11,,381,7973,,,,1177,,,,1240,3,9150,193,184,9,1436,,94,1140,,,,296,,,,,3,3,25,25,,,,,3084,,274,2238,,,,846,,,,,196,187,9,4545,,368,3403,,,,1142,,,,692,NV,1157,1155,2,4605,,13,4570,,,,35,,,,548,2011
4208,3840,368,,11988,27338,,,,36107,,,,5765,32,63445,1944,1629,315,49471,,10698,17222,,,,32249,,,,,126,126,128,128,,,,,10179,,1234,6492,,,,3687,,,,,2070,1755,315,59778,,11932,23842,,,,35936,,,,5246,NY,2138,2085,53,3667,,56,3496,,,,171,,,,519,2011
2014,1881,133,,1683,7812,,,,5218,,,,1279,9,13030,1307,1213,94,5997,,638,4049,,,,1948,,,,,75,75,93,93,,,,,5134,,944,2187,,,,2947,,,,,1382,1288,94,11224,,1582,6329,,,,4895,,,,1083,OH,632,593,39,1806,,101,1483,,,,323,,,,196,2011
793,568,225,,469,3236,,,,1389,,,,356,8,4625,399,288,111,2062,,176,1554,,,,508,,,,,19,19,59,59,,,,,867,,135,457,,,,410,,,,,418,307,111,2988,,311,2070,,,,918,,,,301,OK,375,261,114,1637,,158,1166,,,,471,,,,55,2011
3739,3017,722,,2623,9445,,,,7809,,,,1474,7,17254,877,665,212,2555,,327,1577,,,,978,,,,,39,39,39,39,,,,,4418,,915,1633,,,,2785,,,,,916,704,212,7012,,1242,3249,,,,3763,,,,655,OR,2823,2313,510,10242,,1381,6196,,,,4046,,,,819,2011
1719,1508,211,,2396,7867,,,,7229,,,,1392,18,15096,995,794,201,7387,,950,4504,,,,2883,,,,,144,144,165,165,,,,,6484,,1423,2203,,,,4281,,,,,1139,938,201,14036,,2373,6872,,,,7164,,,,1262,PA,580,570,10,1060,,23,995,,,,65,,,,130,2011
3564,1647,1917,,261,2346,,,,554,,,,137,2,2900,533,218,315,330,,38,241,,,,89,,,,,31,31,37,37,,,,,667,,73,518,,,,149,,,,,564,249,315,1034,,111,796,,,,238,,,,50,PR,3000,1398,1602,1866,,150,1550,,,,316,,,,87,2011
176,176,0,,137,652,,,,418,,,,123,1,1070,157,157,0,680,,62,485,,,,195,,,,,14,14,21,21,,,,,338,,75,115,,,,223,,,,,171,171,0,1039,,137,621,,,,418,,,,121,RI,5,5,0,31,,0,31,,,,0,,,,2,2011
645,504,141,,527,3505,,,,1588,,,,612,4,5093,219,217,2,1554,,125,1210,,,,344,,,,,12,12,12,12,,,,,1388,,222,745,,,,643,,,,,231,229,2,2954,,347,1967,,,,987,,,,389,SC,414,275,139,2139,,180,1538,,,,601,,,,223,2011
34,34,0,,123,460,,,,366,,,,109,1,826,21,21,0,371,,52,218,,,,153,,,,,0,0,0,0,,,,,391,,67,195,,,,196,,,,,21,21,0,762,,119,413,,,,349,,,,99,SD,13,13,0,64,,4,47,,,,17,,,,10,2011
1757,1661,96,,910,6475,,,,2638,,,,965,10,9113,886,810,76,3007,,216,2322,,,,685,,,,,18,18,20,20,,,,,2888,,323,1896,,,,992,,,,,904,828,76,5915,,539,4238,,,,1677,,,,732,TN,853,833,20,3198,,371,2237,,,,961,,,,233,2011
8223,7390,833,,4357,23577,,,,13334,,,,4891,16,36911,3192,2634,558,10027,,1418,6226,,,,3801,,,,,61,61,157,157,,,,,8788,,1488,4024,,,,4764,,,,,3253,2695,558,18972,,2906,10407,,,,8565,,,,2365,TX,4970,4695,275,17939,,1451,13170,,,,4769,,,,2526,2011
383,364,19,,389,1842,,,,1288,,,,345,3,3130,236,217,19,1506,,166,948,,,,558,,,,,48,48,48,48,,,,,1133,,215,438,,,,695,,,,,284,265,19,2687,,381,1434,,,,1253,,,,310,UT,99,99,0,443,,8,408,,,,35,,,,35,2011
1643,1571,72,,1145,5231,,,,3585,,,,931,20,8816,986,930,56,4395,,477,2926,,,,1469,,,,,43,43,63,63,,,,,2928,,607,1028,,,,1900,,,,,1029,973,56,7386,,1084,4017,,,,3369,,,,768,VA,614,598,16,1430,,61,1214,,,,216,,,,163,2011
195,195,0,,22,450,,,,82,,,,32,1,532,4,4,0,37,,7,13,,,,24,,,,,0,0,0,0,,,,,117,,15,59,,,,58,,,,,4,4,0,154,,22,72,,,,82,,,,0,VI,191,191,0,378,,0,378,,,,0,,,,32,2011
114,94,20,,156,637,,,,507,,,,81,2,1144,87,67,20,579,,75,340,,,,239,,,,,0,0,4,4,,,,,438,,75,189,,,,249,,,,,87,67,20,1021,,150,533,,,,488,,,,75,VT,27,27,0,123,,6,104,,,,19,,,,6,2011
2388,2136,252,,3040,10868,,,,9571,,,,1478,7,20439,1261,1159,102,6047,,658,3934,,,,2113,,,,,52,52,52,52,,,,,8976,,2182,2232,,,,6744,,,,,1313,1211,102,15075,,2840,6218,,,,8857,,,,1167,WA,1075,925,150,5364,,200,4650,,,,714,,,,311,2011
497,410,87,,994,2838,,,,2947,,,,607,4,5785,405,327,78,2644,,358,1520,,,,1124,,,,,20,20,61,61,,,,,2650,,607,923,,,,1727,,,,,425,347,78,5355,,965,2504,,,,2851,,,,584,WI,72,63,9,430,,29,334,,,,96,,,,23,2011
299,287,12,,207,1662,,,,549,,,,302,4,2211,184,174,10,923,,85,696,,,,227,,,,,5,5,11,11,,,,,471,,71,285,,,,186,,,,,189,179,10,1405,,156,992,,,,413,,,,236,WV,110,108,2,806,,51,670,,,,136,,,,66,2011
104,82,22,,223,320,,,,718,,,,83,1,1038,27,27,0,127,,22,79,,,,48,,,,,0,0,0,0,,,,,68,,7,48,,,,20,,,,,27,27,0,195,,29,127,,,,68,,,,39,WY,77,55,22,843,,194,193,,,,650,,,,44,2011
119033,103522,15511,,77184,387613,,,,236175,,,,65455,432,623788,44834,37636,7198,221457,,32415,124432,,,,97025,,,,,1335,1335,1898,1898,,,,,168961,,29221,79504,,,,89457,,,,,46169,38971,7198,392316,,61636,205834,,,,186482,,,,40033,Total,72864,64551,8313,231472,,15548,181779,,,,49693,,,,25422,2011
279,273,6,,216,1298,,,,615,,,,256,2,1913,263,257,6,1139,,92,849,,,,290,,,,,0,0,0,0,,,,,577,,102,308,,,,269,,,,,263,257,6,1716,,194,1157,,,,559,,,,227,AK,16,16,0,197,,22,141,,,,56,,,,29,2012
969,910,59,,497,3825,,,,1384,,,,526,8,5209,321,299,22,1663,,182,1158,,,,505,,,,,32,32,32,32,,,,,1969,,201,1383,,,,586,,,,,353,331,22,3664,,383,2573,,,,1091,,,,377,AL,616,579,37,1545,,114,1252,,,,293,,,,149,2012
437,361,76,,266,3428,,,,786,,,,362,6,4214,171,142,29,886,,65,707,,,,179,,,,,0,0,0,0,,,,,716,,69,484,,,,232,,,,,171,142,29,1602,,134,1191,,,,411,,,,205,AR,266,219,47,2612,,132,2237,,,,375,,,,157,2012
1895,1605,290,,1465,6310,,,,4992,,,,1478,3,11302,581,355,226,4291,,569,2507,,,,1784,,,,,34,34,40,40,,,,,3884,,758,1239,,,,2645,,,,,615,389,226,8215,,1327,3786,,,,4429,,,,1007,AZ,1280,1216,64,3087,,138,2524,,,,563,,,,471,2012
33356,30189,3167,,8076,94888,,,,25210,,,,14611,42,120098,5337,4791,546,22200,,2410,14608,,,,7592,,,,,121,121,160,160,,,,,23530,,3780,11726,,,,11804,,,,,5458,4912,546,45890,,6190,26494,,,,19396,,,,4512,CA,27898,25277,2621,74208,,1886,68394,,,,5814,,,,10099,2012
1943,1612,331,,3104,5101,,,,11667,,,,1512,3,16768,759,468,291,3502,,457,1892,,,,1610,,,,,25,25,25,25,,,,,3733,,825,930,,,,2803,,,,,784,493,291,7260,,1282,2847,,,,4413,,,,800,CO,1159,1119,40,9508,,1822,2254,,,,7254,,,,712,2012
944,924,20,,449,2906,,,,1303,,,,332,7,4209,614,594,20,2271,,239,1577,,,,694,,,,,0,0,0,0,,,,,1243,,193,675,,,,568,,,,,614,594,20,3514,,432,2252,,,,1262,,,,285,CT,330,330,0,695,,17,654,,,,41,,,,47,2012
2315,1870,445,,1014,3767,,,,3187,,,,531,1,6954,1773,1328,445,3772,,511,2166,,,,1606,,,,,0,0,0,0,,,,,2503,,503,922,,,,1581,,,,,1773,1328,445,6275,,1014,3088,,,,3187,,,,466,DC,542,542,0,679,,0,679,,,,0,,,,65,2012
100,84,16,,128,611,,,,397,,,,66,1,1008,82,66,16,527,,49,364,,,,163,,,,,7,7,10,10,,,,,449,,79,215,,,,234,,,,,89,73,16,986,,128,589,,,,397,,,,64,DE,11,11,0,22,,0,22,,,,0,,,,2,2012
10054,8682,1372,,6333,36771,,,,18399,,,,5331,28,55170,2277,2003,274,9388,,977,6435,,,,2953,,,,,129,129,155,155,,,,,10289,,1361,6211,,,,4078,,,,,2406,2132,274,19832,,2338,12801,,,,7031,,,,2201,FL,7648,6550,1098,35338,,3995,23970,,,,11368,,,,3130,2012
3843,3016,827,,1779,15363,,,,5153,,,,2297,7,20516,1420,1024,396,4291,,498,2978,,,,1313,,,,,6,6,22,22,,,,,4007,,757,1816,,,,2191,,,,,1426,1030,396,8320,,1255,4816,,,,3504,,,,1094,GA,2417,1986,431,12196,,524,10547,,,,1649,,,,1203,2012
226,22,204,,165,255,,,,1046,,,,31,1,1301,0,0,0,66,,10,26,,,,40,,,,,0,0,0,0,,,,,121,,19,39,,,,82,,,,,0,0,0,187,,29,65,,,,122,,,,6,GU,226,22,204,1114,,136,190,,,,924,,,,25,2012
949,910,39,,792,3130,,,,3116,,,,507,2,6246,129,111,18,1141,,183,513,,,,628,,,,,17,17,25,25,,,,,2560,,498,537,,,,2023,,,,,146,128,18,3726,,681,1075,,,,2651,,,,230,HI,803,782,21,2520,,111,2055,,,,465,,,,277,2012
307,270,37,,466,1446,,,,1482,,,,217,3,2928,218,181,37,1164,,132,756,,,,408,,,,,0,0,0,0,,,,,1616,,333,546,,,,1070,,,,,218,181,37,2780,,465,1302,,,,1478,,,,205,IA,89,89,0,148,,1,144,,,,4,,,,12,2012
252,200,52,,246,1175,,,,793,,,,260,2,1968,111,90,21,770,,74,517,,,,253,,,,,0,0,0,0,,,,,712,,142,270,,,,442,,,,,111,90,21,1482,,216,787,,,,695,,,,184,ID,141,110,31,486,,30,388,,,,98,,,,76,2012
2206,2079,127,,1905,8269,,,,5875,,,,1147,20,14144,1080,1022,58,4828,,413,3617,,,,1211,,,,,64,64,92,92,,,,,6229,,1323,2099,,,,4130,,,,,1144,1086,58,11149,,1736,5808,,,,5341,,,,813,IL,1062,993,69,2995,,169,2461,,,,534,,,,334,2012
545,461,84,,955,3316,,,,2943,,,,687,3,6259,344,260,84,2934,,421,1555,,,,1379,,,,,25,25,25,25,,,,,2411,,443,1081,,,,1330,,,,,369,285,84,5370,,864,2661,,,,2709,,,,547,IN,176,176,0,889,,91,655,,,,234,,,,140,2012
371,307,64,,346,1526,,,,1158,,,,373,5,2684,262,205,57,1317,,137,875,,,,442,,,,,13,13,17,17,,,,,1016,,188,373,,,,643,,,,,275,218,57,2350,,325,1265,,,,1085,,,,329,KS,96,89,7,334,,21,261,,,,73,,,,44,2012
629,497,132,,667,3282,,,,1948,,,,440,3,5230,422,346,76,2132,,203,1555,,,,577,,,,,1,1,10,10,,,,,2177,,410,990,,,,1187,,,,,423,347,76,4319,,613,2555,,,,1764,,,,369,KY,206,150,56,911,,54,727,,,,184,,,,71,2012
2893,2743,150,,474,6322,,,,1450,,,,899,9,7772,335,263,72,1375,,83,1132,,,,243,,,,,17,17,35,35,,,,,2397,,360,1271,,,,1126,,,,,352,280,72,3807,,443,2438,,,,1369,,,,450,LA,2541,2463,78,3965,,31,3884,,,,81,,,,449,2012
2055,1500,555,,3887,6289,,,,11212,,,,1181,19,17501,1702,1147,555,12652,,3267,3119,,,,9533,,,,,21,21,53,53,,,,,4074,,616,2405,,,,1669,,,,,1723,1168,555,16779,,3883,5577,,,,11202,,,,1126,MA,332,332,0,722,,4,712,,,,10,,,,55,2012
1407,1259,148,,1300,5727,,,,3727,,,,617,16,9454,518,448,70,3399,,424,2117,,,,1282,,,,,41,41,92,92,,,,,2451,,388,1236,,,,1215,,,,,559,489,70,5942,,812,3445,,,,2497,,,,513,MD,848,770,78,3512,,488,2282,,,,1230,,,,104,2012
233,222,11,,376,1287,,,,1106,,,,116,2,2393,220,209,11,975,,99,688,,,,287,,,,,11,11,12,12,,,,,1373,,277,554,,,,819,,,,,231,220,11,2360,,376,1254,,,,1106,,,,116,ME,2,2,0,33,,0,33,,,,0,,,,0,2012
1370,1174,196,,1703,7397,,,,5195,,,,1017,21,12592,830,677,153,5221,,628,3405,,,,1816,,,,,13,13,34,34,,,,,5015,,937,2048,,,,2967,,,,,843,690,153,10270,,1565,5487,,,,4783,,,,835,MI,527,484,43,2322,,138,1910,,,,412,,,,182,2012
1718,1004,714,,1311,3540,,,,4204,,,,309,10,7744,1336,690,646,3684,,536,1878,,,,1806,,,,,10,10,10,10,,,,,3060,,704,905,,,,2155,,,,,1346,700,646,6754,,1240,2793,,,,3961,,,,243,MN,372,304,68,990,,71,747,,,,243,,,,66,2012
1632,906,726,,1745,4855,,,,5382,,,,899,8,10237,980,561,419,4683,,956,1896,,,,2787,,,,,48,48,53,53,,,,,3157,,505,1582,,,,1575,,,,,1028,609,419,7893,,1461,3531,,,,4362,,,,714,MO,604,297,307,2344,,284,1324,,,,1020,,,,185,2012
.,.,.,,.,.,,,,.,,,,.,0,.,.,.,.,.,,.,.,,,,.,,,,,.,.,.,.,,,,,.,,.,.,,,,.,,,,,.,.,.,.,,.,.,,,,.,,,,.,MP,.,.,.,.,,.,.,,,,.,,,,.,2012
501,450,51,,221,1794,,,,619,,,,244,3,2413,67,55,12,486,,38,374,,,,112,,,,,0,0,0,0,,,,,556,,120,252,,,,304,,,,,67,55,12,1042,,158,626,,,,416,,,,71,MS,434,395,39,1371,,63,1168,,,,203,,,,173,2012
388,304,84,,192,1166,,,,667,,,,323,1,1833,213,161,52,716,,89,443,,,,273,,,,,0,0,0,0,,,,,437,,80,210,,,,227,,,,,213,161,52,1153,,169,653,,,,500,,,,147,MT,175,143,32,680,,23,513,,,,167,,,,176,2012
1621,1465,156,,1633,8480,,,,5044,,,,1413,12,13524,702,641,61,4641,,388,3486,,,,1155,,,,,0,0,13,13,,,,,4155,,696,1962,,,,2193,,,,,702,641,61,8809,,1084,5461,,,,3348,,,,1091,NC,919,824,95,4715,,549,3019,,,,1696,,,,322,2012
86,81,5,,70,485,,,,203,,,,160,1,688,78,75,3,474,,42,344,,,,130,,,,,0,0,0,0,,,,,161,,22,101,,,,60,,,,,78,75,3,635,,64,445,,,,190,,,,144,ND,8,6,2,53,,6,40,,,,13,,,,16,2012
501,396,105,,514,2215,,,,1574,,,,249,3,3789,333,288,45,1581,,133,1183,,,,398,,,,,0,0,0,0,,,,,1376,,230,678,,,,698,,,,,333,288,45,2957,,363,1861,,,,1096,,,,213,NE,168,108,60,832,,151,354,,,,478,,,,36,2012
274,237,37,,240,832,,,,664,,,,127,3,1496,175,146,29,769,,98,478,,,,291,,,,,5,5,5,5,,,,,555,,135,200,,,,355,,,,,180,151,29,1329,,233,683,,,,646,,,,116,NH,94,86,8,167,,7,149,,,,18,,,,11,2012
1026,881,145,,2247,6603,,,,6422,,,,592,19,13025,717,609,108,8130,,1388,4240,,,,3890,,,,,0,0,19,19,,,,,3280,,735,1128,,,,2152,,,,,717,609,108,11429,,2123,5387,,,,6042,,,,465,NJ,309,272,37,1596,,124,1216,,,,380,,,,127,2012
1072,973,99,,348,2136,,,,1109,,,,345,2,3245,613,566,47,1380,,95,1059,,,,321,,,,,0,0,0,0,,,,,1017,,194,412,,,,605,,,,,613,566,47,2397,,289,1471,,,,926,,,,202,NM,459,407,52,848,,59,665,,,,183,,,,143,2012
1725,1603,122,,341,7493,,,,1004,,,,1229,3,8497,583,464,119,2503,,176,1946,,,,557,,,,,16,16,25,25,,,,,1442,,152,1028,,,,414,,,,,599,480,119,3970,,328,2999,,,,971,,,,691,NV,1126,1123,3,4527,,13,4494,,,,33,,,,538,2012
4897,4324,573,,12170,30133,,,,39433,,,,4961,31,69566,2301,1742,559,53018,,10472,18481,,,,34537,,,,,160,160,162,162,,,,,12302,,1682,7454,,,,4848,,,,,2461,1902,559,65482,,12154,26097,,,,39385,,,,4370,NY,2436,2422,14,4084,,16,4036,,,,48,,,,591,2012
1982,1788,194,,1943,7855,,,,6122,,,,1244,9,13977,1294,1123,171,6277,,705,4038,,,,2239,,,,,73,73,95,95,,,,,5874,,1139,2299,,,,3575,,,,,1367,1196,171,12246,,1844,6432,,,,5814,,,,1034,OH,615,592,23,1731,,99,1423,,,,308,,,,210,2012
569,481,88,,519,3454,,,,1578,,,,404,8,5032,264,214,50,2098,,216,1491,,,,607,,,,,23,23,58,58,,,,,887,,119,524,,,,363,,,,,287,237,50,3043,,335,2073,,,,970,,,,299,OK,282,244,38,1989,,184,1381,,,,608,,,,105,2012
3302,2782,520,,2110,9788,,,,6040,,,,1356,7,15828,739,639,100,2600,,273,1794,,,,806,,,,,15,15,19,19,,,,,3926,,873,1679,,,,2247,,,,,754,654,100,6545,,1146,3492,,,,3053,,,,558,OR,2548,2128,420,9283,,964,6296,,,,2987,,,,798,2012
2106,1564,542,,2476,7295,,,,7441,,,,1456,18,14736,938,788,150,6946,,997,3950,,,,2996,,,,,183,183,202,202,,,,,6512,,1444,2164,,,,4348,,,,,1121,971,150,13660,,2441,6316,,,,7344,,,,1321,PA,985,593,392,1076,,35,979,,,,97,,,,135,2012
3251,1597,1654,,297,2494,,,,718,,,,116,2,3212,215,163,52,357,,29,286,,,,71,,,,,36,36,63,63,,,,,926,,118,595,,,,331,,,,,251,199,52,1346,,147,944,,,,402,,,,29,PR,3000,1398,1602,1866,,150,1550,,,,316,,,,87,2012
154,148,6,,182,788,,,,489,,,,96,1,1277,140,134,6,805,,91,578,,,,227,,,,,14,14,18,18,,,,,426,,91,164,,,,262,,,,,154,148,6,1249,,182,760,,,,489,,,,96,RI,0,0,0,28,,0,28,,,,0,,,,0,2012
528,388,140,,551,3327,,,,1588,,,,543,4,4915,102,101,1,1460,,137,1114,,,,346,,,,,12,12,12,12,,,,,1304,,234,663,,,,641,,,,,114,113,1,2776,,371,1789,,,,987,,,,320,SC,414,275,139,2139,,180,1538,,,,601,,,,223,2012
138,113,25,,119,512,,,,347,,,,124,1,859,125,100,25,514,,71,310,,,,204,,,,,0,0,0,0,,,,,281,,44,155,,,,126,,,,,125,100,25,795,,115,465,,,,330,,,,114,SD,13,13,0,64,,4,47,,,,17,,,,10,2012
2266,2114,152,,833,6905,,,,2521,,,,1285,10,9426,1108,1035,73,2863,,223,2204,,,,659,,,,,18,18,20,20,,,,,2895,,310,1943,,,,952,,,,,1126,1053,73,5778,,533,4167,,,,1611,,,,973,TN,1140,1061,79,3648,,300,2738,,,,910,,,,312,2012
6650,6115,535,,4511,20743,,,,13309,,,,4364,14,34052,2056,1736,320,10055,,1531,5749,,,,4306,,,,,124,124,144,144,,,,,7302,,1359,3137,,,,4165,,,,,2180,1860,320,17501,,2890,9030,,,,8471,,,,1884,TX,4470,4255,215,16551,,1621,11713,,,,4838,,,,2480,2012
443,331,112,,445,2049,,,,1478,,,,330,3,3527,253,194,59,1725,,193,1091,,,,634,,,,,46,46,47,47,,,,,1280,,233,503,,,,777,,,,,299,240,59,3052,,426,1641,,,,1411,,,,297,UT,144,91,53,475,,19,408,,,,67,,,,33,2012
1646,1531,115,,1094,5084,,,,3340,,,,881,19,8424,1011,938,73,4170,,444,2811,,,,1359,,,,,31,31,51,51,,,,,2774,,602,937,,,,1837,,,,,1042,969,73,6995,,1046,3799,,,,3196,,,,727,VA,604,562,42,1429,,48,1285,,,,144,,,,154,2012
193,193,0,,16,438,,,,46,,,,33,1,484,2,2,0,32,,6,20,,,,12,,,,,0,0,0,0,,,,,74,,10,40,,,,34,,,,,2,2,0,106,,16,60,,,,46,,,,1,VI,191,191,0,378,,0,378,,,,0,,,,32,2012
228,190,38,,172,653,,,,507,,,,109,2,1160,147,122,25,562,,89,278,,,,284,,,,,6,6,6,6,,,,,369,,64,199,,,,170,,,,,153,128,25,937,,153,483,,,,454,,,,93,VT,75,62,13,223,,19,170,,,,53,,,,16,2012
2213,2041,172,,2871,11273,,,,9231,,,,1475,7,20504,1187,1098,89,6053,,587,4163,,,,1890,,,,,40,40,55,55,,,,,8919,,2089,2226,,,,6693,,,,,1227,1138,89,15027,,2676,6444,,,,8583,,,,1097,WA,986,903,83,5477,,195,4829,,,,648,,,,378,2012
487,377,110,,961,3033,,,,2994,,,,539,4,6027,339,248,91,2868,,357,1681,,,,1187,,,,,22,22,61,61,,,,,2517,,545,877,,,,1640,,,,,361,270,91,5446,,902,2619,,,,2827,,,,525,WI,126,107,19,581,,59,414,,,,167,,,,14,2012
410,346,64,,243,1742,,,,668,,,,268,4,2410,206,163,43,1014,,97,727,,,,287,,,,,9,9,14,14,,,,,505,,68,292,,,,213,,,,,215,172,43,1533,,165,1033,,,,500,,,,219,WV,195,174,21,877,,78,709,,,,168,,,,49,2012
452,375,77,,171,1302,,,,511,,,,311,1,1813,99,97,2,231,,25,172,,,,59,,,,,0,0,0,0,,,,,244,,32,120,,,,124,,,,,99,97,2,475,,57,292,,,,183,,,,128,WY,353,278,75,1338,,114,1010,,,,328,,,,183,2012
