State,Number of CoCs,Overall Homeless ,Sheltered ES Homeless ,Sheltered TH Homeless ,Sheltered SH Homeless ,Sheltered Total Homeless ,Unsheltered Homeless ,Homeless Individuals ,Sheltered ES Homeless Individuals ,Sheltered TH Homeless Individuals ,Sheltered SH Homeless Individuals ,Sheltered Total Homeless Individuals ,Unsheltered Homeless Individuals ,Homeless People in Families ,Sheltered ES Homeless People in Families ,Sheltered TH Homeless People in Families ,Sheltered Total Homeless People in Families ,Unsheltered Homeless People in Families ,Homeless Family Households ,Sheltered ES Homeless Family Households ,Sheltered TH Homeless Family Households ,Sheltered Total Homeless Family Households ,Unsheltered Homeless Family Households ,Chronically Homeless ,Sheltered ES Chronically Homeless ,Sheltered SH Chronically Homeless ,Sheltered Total Chronically Homeless ,Unsheltered Chronically Homeless ,Chronically Homeless Individuals ,Sheltered ES Chronically Homeless Individuals ,Sheltered SH Chronically Homeless Individuals ,Sheltered Total Chronically Homeless Individuals ,Unsheltered Chronically Homeless Individuals ,Chronically Homeless People in Families ,Sheltered ES Chronically Homeless People in Families ,Sheltered Total Chronically Homeless People in Families ,Unsheltered Chronically Homeless People in Families ,Homeless Veterans ,Sheltered ES Homeless Veterans ,Sheltered TH Homeless Veterans ,Sheltered SH Homeless Veterans ,Sheltered Total Homeless Veterans ,Unsheltered Homeless Veterans ,Homeless Unaccompanied Youth (Under 25) ,Sheltered ES Homeless Unaccompanied Youth (Under 25) ,Sheltered TH Homeless Unaccompanied Youth (Under 25) ,Sheltered SH Homeless Unaccompanied Youth (Under 25) ,Sheltered Total Homeless Unaccompanied Youth (Under 25) ,Unsheltered Homeless Unaccompanied Youth (Under 25) ,Homeless Unaccompanied Youth Under 18 ,Sheltered ES Homeless Unaccompanied Youth Under 18 ,Sheltered TH Homeless Unaccompanied Youth Under 18 ,Sheltered SH Homeless Unaccompanied Youth Under 18 ,Sheltered Total Homeless Unaccompanied Youth Under 18 ,Unsheltered Homeless Unaccompanied Youth Under 18 ,Homeless Unaccompanied Youth Age 18-24 ,Sheltered ES Homeless Unaccompanied Youth Age 18-24 ,Sheltered TH Homeless Unaccompanied Youth Age 18-24 ,Sheltered SH Homeless Unaccompanied Youth Age 18-24 ,Sheltered Total Homeless Unaccompanied Youth Age 18-24 ,Unsheltered Homeless Unaccompanied Youth Age 18-24 ,Homeless Parenting Youth (Under 25) ,Sheltered ES Homeless Parenting Youth (Under 25) ,Sheltered TH Homeless Parenting Youth (Under 25) ,Sheltered Total Homeless Parenting Youth (Under 25) ,Unsheltered Homeless Parenting Youth (Under 25) ,Homeless Parenting Youth Under 18 ,Sheltered ES Homeless Parenting Youth Under 18 ,Sheltered TH Homeless Parenting Youth Under 18 ,Sheltered Total Homeless Parenting Youth Under 18 ,Unsheltered Homeless Parenting Youth Under 18 ,Homeless Parenting Youth Age 18-24 ,Sheltered ES Homeless Parenting Youth Age 18-24 ,Sheltered TH Homeless Parenting Youth Age 18-24 ,Sheltered Total Homeless Parenting Youth Age 18-24 ,Unsheltered Homeless Parenting Youth Age 18-24 ,Homeless Children of Parenting Youth ,Sheltered ES Homeless Children of Parenting Youth ,Sheltered TH Homeless Children of Parenting Youth ,Sheltered Total Homeless Children of Parenting Youth ,Unsheltered Homeless Children of Parenting Youth 
GA,9,"13,790","3,984","4,003",0,"7,987","5,803","9,702","2,596","2,187",0,"4,783","4,919","4,088","1,388","1,816","3,204",884,"1,236",508,506,"1,014",222,"2,137",622,0,622,"1,515","1,994",568,0,568,"1,426",143,54,54,89,"1,548",274,592,0,866,682,575,161,131,0,292,283,15,1,10,0,11,4,560,160,121,0,281,279,51,23,22,45,6,0,0,0,0,0,51,23,22,45,6,98,30,49,79,19
GU,1,"1,280",73,14,0,87,"1,193",306,9,14,0,23,283,974,64,0,64,910,180,14,0,14,166,153,0,0,0,153,27,0,0,0,27,126,0,0,126,23,0,1,0,1,22,7,1,0,0,1,6,1,1,0,0,1,0,6,0,0,0,0,6,12,0,0,0,12,0,0,0,0,0,12,0,0,0,12,10,0,0,0,10
HI,2,"7,620","1,257","2,494",26,"3,777","3,843","4,307",541,676,26,"1,243","3,064","3,313",716,"1,818","2,534",779,798,179,434,613,185,"1,534",160,20,180,"1,354","1,372",133,20,153,"1,219",162,27,27,135,692,88,185,2,275,417,303,39,37,0,76,227,24,8,0,0,8,16,279,31,37,0,68,211,95,28,42,70,25,1,0,0,0,1,94,28,42,70,24,93,27,44,71,22
IA,3,"3,081","1,225","1,653",0,"2,878",203,"1,501",808,494,0,"1,302",199,"1,580",417,"1,159","1,576",4,496,136,359,495,1,275,221,0,221,54,201,147,0,147,54,74,74,74,0,207,80,95,0,175,32,179,104,72,0,176,3,7,4,3,0,7,0,172,100,69,0,169,3,124,31,93,124,0,4,0,4,4,0,120,31,89,120,0,139,29,110,139,0
ID,2,"1,966",790,707,0,"1,497",469,"1,172",508,324,0,832,340,794,282,383,665,129,251,90,123,213,38,245,112,0,112,133,164,84,0,84,80,81,28,28,53,249,52,122,0,174,75,129,70,21,0,91,38,4,3,0,0,3,1,125,67,21,0,88,37,22,9,10,19,3,0,0,0,0,0,22,9,10,19,3,31,14,15,29,2
IL,20,"13,177","4,684","5,694",85,"10,463","2,714","8,152","3,420","2,094",85,"5,599","2,553","5,025","1,264","3,600","4,864",161,"1,648",433,"1,164","1,597",51,"1,912",936,58,994,918,"1,799",834,58,892,907,113,102,102,11,"1,226",259,506,4,769,457,832,331,346,3,680,152,38,17,16,0,33,5,794,314,330,3,647,147,351,61,284,345,6,2,2,0,2,0,349,59,284,343,6,522,110,404,514,8
IN,3,"5,863","3,082","2,150",48,"5,280",583,"3,914","2,099","1,206",48,"3,353",561,"1,949",983,944,"1,927",22,636,325,306,631,5,703,514,15,529,174,608,435,15,450,158,95,79,79,16,790,183,515,28,726,64,373,238,95,0,333,40,36,30,6,0,36,0,337,208,89,0,297,40,103,53,49,102,1,3,0,3,3,0,100,53,46,99,1,149,82,65,147,2
KS,5,"2,588","1,353",918,12,"2,283",305,"1,466",865,314,12,"1,191",275,"1,122",488,604,"1,092",30,346,154,180,334,12,379,240,5,245,134,339,209,5,214,125,40,31,31,9,311,98,178,0,276,35,89,45,27,0,72,17,3,1,2,0,3,0,86,44,25,0,69,17,28,9,18,27,1,0,0,0,0,0,28,9,18,27,1,31,12,18,30,1
KY,3,"4,538","2,281","1,515",0,"3,796",742,"3,151","1,699",923,0,"2,622",529,"1,387",582,592,"1,174",213,467,202,196,398,69,457,413,0,413,44,383,345,0,345,38,74,68,68,6,591,259,282,0,541,50,248,126,68,0,194,54,27,26,1,0,27,0,221,100,67,0,167,54,75,24,40,64,11,0,0,0,0,0,75,24,40,64,11,99,32,58,90,9
LA,9,"4,081","1,306","1,545",39,"2,890","1,191","3,217",929,"1,085",39,"2,053","1,164",864,377,460,837,27,285,130,146,276,9,773,278,9,287,486,735,246,9,255,480,38,32,32,6,392,76,253,21,350,42,389,129,103,1,233,156,30,24,3,0,27,3,359,105,100,1,206,153,61,31,30,61,0,0,0,0,0,0,61,31,30,61,0,105,54,51,105,0
MA,16,"21,135","17,444","3,052",46,"20,542",593,"6,378","3,996","1,772",46,"5,814",564,"14,757","13,448","1,280","14,728",29,"4,903","4,389",503,"4,892",11,"2,561","2,285",35,"2,320",241,"1,411","1,135",35,"1,170",241,"1,150","1,150","1,150",0,"1,133",367,718,16,"1,101",32,415,283,100,1,384,31,5,4,0,0,4,1,410,279,100,1,380,30,839,735,104,839,0,10,3,7,10,0,829,732,97,829,0,"1,070",932,138,"1,070",0
MD,16,"8,390","3,953","2,543",98,"6,594","1,796","5,383","2,572","1,317",98,"3,987","1,396","3,007","1,381","1,226","2,607",400,970,438,409,847,123,"1,847",940,76,"1,016",831,"1,634",847,76,923,711,213,93,93,120,714,235,345,6,586,128,481,264,58,5,327,154,54,13,9,0,22,32,427,251,49,5,305,122,138,66,60,126,12,0,0,0,0,0,138,66,60,126,12,217,100,104,204,13
ME,2,"2,372","1,085","1,215",13,"2,313",59,"1,219",716,441,13,"1,170",49,"1,153",369,774,"1,143",10,358,119,236,355,3,217,202,1,203,14,193,178,1,179,14,24,24,24,0,151,86,56,0,142,9,146,91,54,0,145,1,18,11,7,0,18,0,128,80,47,0,127,1,56,30,25,55,1,0,0,0,0,0,56,30,25,55,1,67,31,34,65,2
MI,21,"10,516","5,393","3,996",55,"9,444","1,072","6,546","3,593","1,905",55,"5,553",993,"3,970","1,800","2,091","3,891",79,"1,285",573,688,"1,261",24,935,613,8,621,314,830,511,8,519,311,105,102,102,3,"1,067",373,588,30,991,76,975,490,390,0,880,95,160,79,74,0,153,7,815,411,316,0,727,88,262,111,149,260,2,0,0,0,0,0,262,111,149,260,2,400,168,228,396,4
MN,10,"7,546","3,764","2,941",0,"6,705",841,"3,622","2,101",886,0,"2,987",635,"3,924","1,663","2,055","3,718",206,"1,192",521,600,"1,121",71,"1,396","1,054",0,"1,054",342,"1,124",833,0,833,291,272,221,221,51,297,130,123,0,253,44,733,331,308,0,639,94,131,72,41,0,113,18,602,259,267,0,526,76,276,121,139,260,16,13,0,12,12,1,263,121,127,248,15,373,183,169,352,21
MO,8,"6,482","3,379","1,973",59,"5,411","1,071","3,434","1,786",795,59,"2,640",794,"3,048","1,593","1,178","2,771",277,926,507,338,845,81,"1,025",600,52,652,373,875,484,52,536,339,150,116,116,34,540,193,221,16,430,110,474,210,180,3,393,81,101,56,27,0,83,18,373,154,153,3,310,63,109,54,50,104,5,7,3,4,7,0,102,51,46,97,5,173,90,75,165,8
MP,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MS,3,"1,983",523,618,0,"1,141",842,"1,475",369,324,0,693,782,508,154,294,448,60,152,54,84,138,14,243,67,0,67,176,233,67,0,67,166,10,0,0,10,206,33,54,0,87,119,93,30,25,0,55,38,25,17,8,0,25,0,68,13,17,0,30,38,9,1,6,7,2,0,0,0,0,0,9,1,6,7,2,21,1,12,13,8
MT,1,"1,709",535,302,0,837,872,"1,127",346,132,0,478,649,582,189,170,359,223,182,63,57,120,62,166,26,0,26,140,154,23,0,23,131,12,3,3,9,277,52,46,0,98,179,171,30,11,0,41,130,13,5,1,0,6,7,158,25,10,0,35,123,41,8,18,26,15,9,1,6,7,2,32,7,12,19,13,55,9,22,31,24
NC,12,"10,685","5,672","2,588",0,"8,260","2,425","7,156","3,934","1,438",0,"5,372","1,784","3,529","1,738","1,150","2,888",641,"1,110",565,356,921,189,"1,364",682,0,682,682,"1,253",605,0,605,648,111,77,77,34,"1,092",464,440,0,904,188,631,387,81,0,468,163,79,52,11,0,63,16,552,335,70,0,405,147,115,65,25,90,25,2,0,2,2,0,113,65,23,88,25,159,94,36,130,29
ND,1,"1,305",640,179,0,819,486,864,467,124,0,591,273,441,173,55,228,213,123,51,20,71,52,138,68,0,68,70,70,52,0,52,18,68,16,16,52,137,52,38,0,90,47,142,60,53,0,113,29,18,15,3,0,18,0,124,45,50,0,95,29,11,7,4,11,0,0,0,0,0,0,11,7,4,11,0,17,11,6,17,0
NE,3,"2,744","1,493","1,128",0,"2,621",123,"1,720","1,012",585,0,"1,597",123,"1,024",481,543,"1,024",0,327,152,175,327,0,322,266,0,266,56,257,201,0,201,56,65,65,65,0,247,95,136,0,231,16,238,83,137,0,220,18,29,19,10,0,29,0,209,64,127,0,191,18,47,11,36,47,0,0,0,0,0,0,47,11,36,47,0,69,18,51,69,0
NH,3,"1,445",770,535,8,"1,313",132,778,480,178,8,666,112,667,290,357,647,20,244,101,137,238,6,317,252,8,260,57,257,197,8,205,52,60,55,55,5,138,38,85,1,124,14,91,45,37,0,82,9,6,0,5,0,5,1,85,45,32,0,77,8,35,14,21,35,0,0,0,0,0,0,35,14,21,35,0,40,16,24,40,0
NJ,16,"10,098","6,877","2,225",22,"9,124",974,"6,189","3,993","1,278",22,"5,293",896,"3,909","2,884",947,"3,831",78,"1,346",987,340,"1,327",19,"1,410",966,6,972,438,"1,182",746,6,752,430,228,220,220,8,696,284,330,2,616,80,643,395,189,3,587,56,47,23,24,0,47,0,596,372,165,3,540,56,369,265,102,367,2,0,0,0,0,0,369,265,102,367,2,492,351,136,487,5
NM,2,"2,629","1,387",788,0,"2,175",454,"1,666",970,267,0,"1,237",429,963,417,521,938,25,296,128,162,290,6,716,445,0,445,271,621,360,0,360,261,95,85,85,10,278,133,81,0,214,64,193,105,63,0,168,25,54,40,13,0,53,1,139,65,50,0,115,24,33,15,18,33,0,0,0,0,0,0,33,15,18,33,0,52,25,27,52,0
NV,3,"8,743","3,251","1,262",15,"4,528","4,215","7,858","2,537","1,094",15,"3,646","4,212",885,714,168,882,3,279,218,60,278,1,594,113,4,117,477,585,104,4,108,477,9,9,9,0,860,139,377,0,516,344,"2,310",166,121,1,288,"2,022",825,5,4,0,9,816,"1,485",161,117,1,279,"1,206",48,31,17,48,0,5,1,4,5,0,43,30,13,43,0,74,49,25,74,0
NY,27,"88,250","75,646","8,400",182,"84,228","4,022","36,135","26,729","5,261",182,"32,172","3,963","52,115","48,917","3,139","52,056",59,"15,361","14,169","1,175","15,344",17,"7,116","4,564",169,"4,733","2,383","4,327","1,813",169,"1,982","2,345","2,789","2,751","2,751",38,"2,399",884,"1,321",63,"2,268",131,"2,626","1,753",613,1,"2,367",259,133,78,50,0,128,5,"2,493","1,675",563,1,"2,239",254,"2,470","2,204",259,"2,463",7,10,7,2,9,1,"2,460","2,197",257,"2,454",6,"3,013","2,673",333,"3,006",7
OH,9,"11,182","6,942","3,056",85,"10,083","1,099","7,565","4,628","1,877",85,"6,590",975,"3,617","2,314","1,179","3,493",124,"1,108",669,404,"1,073",35,"1,275",847,40,887,388,"1,160",742,40,782,378,115,105,105,10,"1,183",505,557,11,"1,073",110,770,459,204,2,665,105,49,44,3,0,47,2,721,415,201,2,618,103,237,150,86,236,1,3,0,3,3,0,234,150,83,233,1,355,222,130,352,3
OK,8,"3,777","2,309",665,25,"2,999",778,"2,781","1,714",372,25,"2,111",670,996,595,293,888,108,343,201,104,305,38,581,320,22,342,239,508,267,22,289,219,73,53,53,20,351,168,80,5,253,98,460,254,61,0,315,145,84,40,0,0,40,44,376,214,61,0,275,101,50,27,21,48,2,0,0,0,0,0,50,27,21,48,2,92,44,47,91,1
OR,7,"13,226","3,214","2,608",9,"5,831","7,395","9,461","2,424","1,615",9,"4,048","5,413","3,765",790,993,"1,783","1,982","1,179",259,327,586,593,"4,011",999,9,"1,008","3,003","3,521",912,9,921,"2,600",490,87,87,403,"1,464",286,483,0,769,695,"1,350",245,203,0,448,902,388,30,32,0,62,326,962,215,171,0,386,576,135,28,60,88,47,0,0,0,0,0,135,28,60,88,47,155,34,67,101,54
PA,16,"15,421","7,576","6,155",262,"13,993","1,428","8,605","4,596","2,418",262,"7,276","1,329","6,816","2,980","3,737","6,717",99,"2,299","1,016","1,253","2,269",30,"1,590",846,194,"1,040",550,"1,442",715,194,909,533,148,131,131,17,"1,375",477,757,61,"1,295",80,871,457,276,12,745,126,37,21,7,0,28,9,834,436,269,12,717,117,573,246,327,573,0,4,0,4,4,0,569,246,323,569,0,792,331,461,792,0
PR,2,"4,518",399,959,63,"1,421","3,097","3,929",347,619,63,"1,029","2,900",589,52,340,392,197,170,15,106,121,49,"1,756",172,23,195,"1,561","1,615",172,23,195,"1,420",141,0,0,141,164,13,41,1,55,109,173,31,28,3,62,111,13,11,0,0,11,2,160,20,28,3,51,109,35,4,27,31,4,0,0,0,0,0,35,4,27,31,4,57,8,41,49,8
RI,1,"1,111",743,332,0,"1,075",36,706,530,143,0,673,33,405,213,189,402,3,112,59,52,111,1,130,118,0,118,12,110,100,0,100,10,20,18,18,2,107,35,70,0,105,2,47,34,5,0,39,8,4,1,3,0,4,0,43,33,2,0,35,8,35,13,22,35,0,0,0,0,0,0,35,13,22,35,0,44,11,33,44,0
SC,4,"5,354","1,639","1,807",12,"3,458","1,896","3,934","1,217","1,236",12,"2,465","1,469","1,420",422,571,993,427,510,136,196,332,178,"1,020",513,12,525,495,916,444,12,456,460,104,69,69,35,681,126,344,0,470,211,195,68,57,1,126,69,13,12,0,0,12,1,182,56,57,1,114,68,63,19,40,59,4,1,0,0,0,1,62,19,40,59,3,95,31,56,87,8
SD,1,"1,036",642,258,0,900,136,630,412,94,0,506,124,406,230,164,394,12,125,71,51,122,3,95,67,0,67,28,85,59,0,59,26,10,8,8,2,177,85,85,0,170,7,108,68,15,0,83,25,8,6,2,0,8,0,100,62,13,0,75,25,29,11,18,29,0,0,0,0,0,0,29,11,18,29,0,36,17,19,36,0
TN,10,"9,123","3,540","2,324",15,"5,879","3,244","6,516","2,651","1,409",15,"4,075","2,441","2,607",889,915,"1,804",803,869,295,283,578,291,"1,650",695,7,702,948,"1,492",641,7,648,844,158,54,54,104,945,335,419,2,756,189,673,341,113,0,454,219,14,3,0,0,3,11,659,338,113,0,451,208,65,24,12,36,29,0,0,0,0,0,65,24,12,36,29,94,33,16,49,45
TX,11,"23,678","10,244","5,829",119,"16,192","7,486","16,265","7,050","2,065",119,"9,234","7,031","7,413","3,194","3,764","6,958",455,"2,316",986,"1,173","2,159",157,"4,304","1,823",92,"1,915","2,389","3,778","1,451",92,"1,543","2,235",526,372,372,154,"2,393",785,686,19,"1,490",903,"1,416",566,230,1,797,619,218,155,30,0,185,33,"1,198",411,200,1,612,586,161,59,99,158,3,3,1,2,3,0,158,58,97,155,3,252,84,160,244,8
UT,3,"3,025","1,912",865,22,"2,799",226,"1,809","1,232",351,22,"1,605",204,"1,216",680,514,"1,194",22,364,208,149,357,7,233,213,2,215,18,178,163,2,165,13,55,50,50,5,337,128,183,2,313,24,132,78,27,1,106,26,11,11,0,0,11,0,121,67,27,1,95,26,34,22,12,34,0,0,0,0,0,0,34,22,12,34,0,40,27,13,40,0
VA,16,"7,001","4,453","1,688",49,"6,190",811,"4,190","2,884",501,49,"3,434",756,"2,811","1,569","1,187","2,756",55,890,506,368,874,16,"1,158",769,20,789,369,"1,041",682,20,702,339,117,87,87,30,604,370,131,12,513,91,330,241,46,1,288,42,12,12,0,0,12,0,318,229,46,1,276,42,129,71,56,127,2,0,0,0,0,0,129,71,56,127,2,187,101,85,186,1
VI,1,337,53,32,0,85,252,308,36,20,0,56,252,29,17,12,29,0,10,7,3,10,0,22,4,0,4,18,22,4,0,4,18,0,0,0,0,34,4,0,0,4,30,12,2,2,0,4,8,0,0,0,0,0,0,12,2,2,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,2,"1,523","1,082",287,4,"1,373",150,910,623,148,4,775,135,613,459,139,598,15,201,151,46,197,4,166,111,0,111,55,139,84,0,84,55,27,27,27,0,119,42,71,0,113,6,101,62,25,0,87,14,4,2,1,0,3,1,97,60,24,0,84,13,34,24,10,34,0,1,1,0,1,0,33,23,10,33,0,35,25,10,35,0
WA,7,"19,419","6,624","5,630",44,"12,298","7,121","12,526","4,375","1,781",44,"6,200","6,326","6,893","2,249","3,849","6,098",795,"2,154",674,"1,262","1,936",218,"2,482",999,28,"1,027","1,455","2,261",880,28,908,"1,353",221,119,119,102,"1,293",482,400,4,886,407,"1,341",337,362,1,700,641,154,68,23,0,91,63,"1,187",269,339,1,609,578,310,92,204,296,14,12,1,10,11,1,298,91,194,285,13,351,101,241,342,9
WI,4,"6,057","3,112","2,443",60,"5,615",442,"2,992","1,765",822,60,"2,647",345,"3,065","1,347","1,621","2,968",97,954,422,501,923,31,464,349,28,377,87,361,249,28,277,84,103,100,100,3,534,175,340,0,515,19,334,167,118,2,287,47,33,25,0,0,25,8,301,142,118,2,262,39,195,70,114,184,11,0,0,0,0,0,195,70,114,184,11,284,94,176,270,14
WV,4,"1,835","1,020",370,13,"1,403",432,"1,414",811,225,13,"1,049",365,421,209,145,354,67,129,62,46,108,21,386,221,5,226,160,352,187,5,192,160,34,34,34,0,305,163,64,0,227,78,145,79,24,0,103,42,11,11,0,0,11,0,134,68,24,0,92,42,23,7,9,16,7,3,0,3,3,0,20,7,6,13,7,29,11,10,21,8
WY,1,798,231,276,0,507,291,500,187,105,0,292,208,298,44,171,215,83,93,16,55,71,22,102,37,0,37,65,86,35,0,35,51,16,2,2,14,112,33,50,0,83,29,37,18,8,0,26,11,4,2,0,0,2,2,33,16,8,0,24,9,12,4,7,11,1,0,0,0,0,0,12,4,7,11,1,20,5,14,19,1
AK,2,"1,940","1,007",491,0,"1,498",442,"1,527",777,312,0,"1,089",438,413,230,179,409,4,135,76,58,134,1,122,94,0,94,28,112,84,0,84,28,10,10,10,0,168,72,40,0,112,56,173,87,50,0,137,36,19,19,0,19,0,154,68,50,0,118,36,9,2,7,9,0,0,0,0,0,0,9,2,7,9,0,10,2,8,10,0,
AL,8,"4,111","1,601","1,258",34,"2,893","1,218","3,019","1,147",836,34,"2,017","1,002","1,092",454,422,876,216,356,139,154,293,63,420,170,2,172,248,390,161,2,163,227,30,9,9,21,373,207,113,1,321,52,254,107,64,2,173,81,28,9,19,28,0,226,98,45,2,145,81,31,14,11,25,6,5,0,5,5,0,26,14,6,20,6,45,22,17,39,6,
AR,7,"2,463","1,092",514,10,"1,616",847,"1,838",769,361,10,"1,140",698,625,323,153,476,149,191,107,40,147,44,503,226,0,226,277,417,163,0,163,254,86,63,63,23,222,67,92,0,159,63,201,61,54,2,117,84,49,16,33,49,0,152,45,21,2,68,84,13,12,1,13,0,0,0,0,0,0,13,12,1,13,0,13,12,1,13,0,
AZ,3,"9,707","3,701","2,722",40,"6,463","3,244","6,659","2,411","1,113",40,"3,564","3,095","3,048","1,290","1,609","2,899",149,917,400,477,877,40,"1,395",449,19,468,927,"1,327",404,19,423,904,68,45,45,23,"1,036",268,392,3,663,373,589,243,187,1,431,158,100,67,25,92,8,489,176,162,1,339,150,150,70,80,150,0,1,1,0,1,0,149,69,80,149,0,222,96,126,222,0,
CA,43,"118,142","21,766","17,860",126,"39,752","78,390","97,660","14,154","9,440",126,"23,720","73,940","20,482","7,612","8,420","16,032","4,450","6,764","2,463","2,712","5,175","1,589","31,548","4,412",66,"4,478","27,070","29,802","3,844",66,"3,910","25,892","1,746",568,568,"1,178","9,612","1,242","2,740",30,"4,012","5,600","11,222","1,032","1,498",1,"2,531","8,691",847,158,55,213,634,"10,375",874,"1,443",1,"2,318","8,057",862,218,533,751,111,10,8,2,10,0,852,210,531,741,111,"1,098",281,654,935,163,
CO,3,"10,550","4,467","3,098",46,"7,611","2,939","6,450","3,227","1,079",46,"4,352","2,098","4,100","1,240","2,019","3,259",841,"1,200",346,613,959,241,"1,829",903,46,949,880,"1,642",837,46,883,759,187,66,66,121,"1,181",331,573,2,906,275,653,277,102,4,383,270,39,17,9,26,13,614,260,93,4,357,257,157,25,108,133,24,2,0,1,1,1,155,25,107,132,23,217,44,143,187,30,
CT,2,"3,902","2,370",859,0,"3,229",673,"2,570","1,494",409,0,"1,903",667,"1,332",876,450,"1,326",6,449,290,157,447,2,467,282,0,282,185,439,254,0,254,185,28,28,28,0,216,45,128,0,173,43,119,76,21,0,97,22,8,8,0,8,0,111,68,21,0,89,22,61,32,28,60,1,0,0,0,0,0,61,32,28,60,1,93,50,42,92,1,
DC,1,"8,350","6,259","1,773",0,"8,032",318,"3,683","2,594",771,0,"3,365",318,"4,667","3,665","1,002","4,667",0,"1,491","1,136",355,"1,491",0,"1,597","1,357",0,"1,357",240,"1,501","1,261",0,"1,261",240,96,96,96,0,350,148,174,0,322,28,211,87,91,0,178,33,10,6,4,10,0,201,81,87,0,168,33,527,394,133,527,0,0,0,0,0,0,527,394,133,527,0,688,478,210,688,0,
DE,1,"1,070",621,398,0,"1,019",51,753,454,248,0,702,51,317,167,150,317,0,108,53,55,108,0,74,72,0,72,2,65,63,0,63,2,9,9,9,0,107,55,48,0,103,4,51,29,17,0,46,5,0,0,0,0,0,51,29,17,0,46,5,10,5,5,10,0,0,0,0,0,0,10,5,5,10,0,20,10,10,20,0,
FL,27,"33,559","10,526","7,542",130,"18,198","15,361","24,201","6,838","4,673",130,"11,641","12,560","9,358","3,688","2,869","6,557","2,801","3,031","1,222",880,"2,102",929,"5,895","1,331",71,"1,402","4,493","5,415","1,148",71,"1,219","4,196",480,183,183,297,"2,902",702,"1,096",27,"1,825","1,077","2,094",678,419,9,"1,106",988,514,231,48,279,235,"1,580",447,371,9,827,753,320,122,115,237,83,5,1,4,5,0,315,121,111,232,83,485,210,173,383,102,
GA,9,"12,909","3,963","3,580",0,"7,543","5,366","9,265","2,721","2,064",0,"4,785","4,480","3,644","1,242","1,516","2,758",886,"1,145",426,494,920,225,"1,815",470,0,470,"1,345","1,658",415,0,415,"1,243",157,55,55,102,"1,055",249,332,0,581,474,725,303,172,0,475,250,17,13,0,13,4,708,290,172,0,462,246,90,42,41,83,7,0,0,0,0,0,90,42,41,83,7,125,56,49,105,20,
GU,1,"1,085",105,7,0,112,973,227,11,7,0,18,209,858,94,0,94,764,158,23,0,23,135,55,0,0,0,55,15,0,0,0,15,40,0,0,40,21,5,1,0,6,15,7,3,1,0,4,3,1,1,0,1,0,6,2,1,0,3,3,10,1,0,1,9,0,0,0,0,0,10,1,0,1,9,11,1,0,1,10,
HI,2,"7,921","1,226","2,361",26,"3,613","4,308","4,590",647,609,26,"1,282","3,308","3,331",579,"1,752","2,331","1,000",805,153,416,569,236,"1,949",120,17,137,"1,812","1,659",103,17,120,"1,539",290,17,17,273,670,102,158,4,264,406,309,44,38,0,82,227,26,6,0,6,20,283,38,38,0,76,207,92,18,34,52,40,1,0,0,0,1,91,18,34,52,39,85,15,35,50,35,
IA,3,"3,064","1,332","1,589",0,"2,921",143,"1,543",918,482,0,"1,400",143,"1,521",414,"1,107","1,521",0,466,123,343,466,0,184,137,0,137,47,159,112,0,112,47,25,25,25,0,170,62,92,0,154,16,160,89,61,0,150,10,18,12,6,18,0,142,77,55,0,132,10,112,38,74,112,0,0,0,0,0,0,112,38,74,112,0,177,65,112,177,0,
ID,2,"2,247",832,677,0,"1,509",738,"1,284",562,324,0,886,398,963,270,353,623,340,291,85,112,197,94,337,160,0,160,177,227,99,0,99,128,110,61,61,49,267,70,132,0,202,65,130,68,21,0,89,41,16,13,1,14,2,114,55,20,0,75,39,39,8,16,24,15,0,0,0,0,0,39,8,16,24,15,49,10,21,31,18,
IL,20,"11,590","4,183","5,459",94,"9,736","1,854","6,986","3,231","1,901",94,"5,226","1,760","4,604",952,"3,558","4,510",94,"1,461",316,"1,115","1,431",30,"1,024",591,29,620,404,937,533,29,562,375,87,58,58,29,949,272,418,23,713,236,719,289,359,0,648,71,28,18,7,25,3,691,271,352,0,623,68,340,49,287,336,4,1,0,1,1,0,339,49,286,335,4,467,68,393,461,6,
IN,3,"5,798","3,164","1,909",34,"5,107",691,"3,824","2,092","1,032",34,"3,158",666,"1,974","1,072",877,"1,949",25,609,338,266,604,5,589,365,9,374,215,534,310,9,319,215,55,55,55,0,663,189,402,23,614,49,365,214,80,0,294,71,37,35,1,36,1,328,179,79,0,258,70,88,43,44,87,1,0,0,0,0,0,88,43,44,87,1,147,77,67,144,3,
KS,5,"2,255","1,080",881,12,"1,973",282,"1,228",677,267,12,956,272,"1,027",403,614,"1,017",10,343,123,217,340,3,362,254,0,254,108,233,129,0,129,104,129,125,125,4,169,55,81,2,138,31,106,32,46,2,80,26,19,2,16,18,1,87,30,30,2,62,25,17,7,9,16,1,0,0,0,0,0,17,7,9,16,1,23,12,10,22,1,
